Customer_ID,Frequency,Monetary,Recency
93,9,140.72,323
94,4,21.21,341
95,10,97.15,270
96,4,98.22,275
97,4,25.509999999999998,323
98,1,4.77,270
99,12,97.23,195
100,2,13.129999999999999,363
101,6,31.52,99
102,2,34.33,322
103,1,8.32,331
104,6,40.92,331
105,8,231.35,285
106,3,15.41,316
107,4,40.55,350
108,3,17.82,93
109,18,458.81,302
110,3,15.760000000000002,275
111,1,5.88,344
112,15,449.41999999999996,288
113,6,37.53,176
114,1,8.8,240
115,5,39.69,118
116,2,11.87,253
117,1,4.19,360
118,8,126.53999999999999,215
119,4,27.48,268
120,1,3.21,313
121,3,15.29,328
122,5,29.939999999999998,240
123,4,35.29,290
124,3,64.81,361
125,1,7.23,299
126,1,5.66,233
127,1,11.18,332
128,6,35.75,276
129,1,7.23,357
130,3,14.879999999999999,307
131,14,192.89,342
132,1,3.0,262
133,3,16.43,360
134,2,14.86,338
135,2,21.869999999999997,149
136,2,18.27,296
137,3,22.38,354
138,2,5.79,234
139,1,6.35,316
140,8,74.67,251
141,1,9.0,317
142,1,10.5,346
143,2,16.450000000000003,336
144,2,7.41,360
145,4,41.41,358
146,1,7.44,346
147,2,16.31,340
148,1,10.81,249
149,6,22.89,204
150,1,3.88,32
151,1,20.75,231
152,1,5.88,238
153,2,38.74,310
154,1,1.5,289
155,2,40.19,114
156,7,98.69,145
157,1,2.43,194
158,3,16.81,323
159,2,44.55,334
160,1,14.25,310
161,1,6.35,254
162,5,70.26,354
163,2,18.34,136
164,1,5.79,338
165,22,353.63,270
166,1,2.37,309
167,6,56.82,270
168,3,54.9,302
169,2,14.52,320
170,2,8.59,337
171,2,10.16,333
172,1,2.59,287
173,2,71.7,283
174,9,637.0,96
175,1,5.32,197
176,3,10.69,339
177,2,26.8,142
178,2,58.99,364
179,8,90.99000000000001,210
180,7,62.52,354
181,11,278.22,309
182,4,183.77,332
183,10,64.79,263
184,1,2.11,288
185,2,48.489999999999995,319
186,8,67.71,280
187,1,5.12,321
188,10,233.6,285
189,2,30.52,273
190,3,46.79,298
191,1,4.38,363
192,1,5.56,158
193,11,122.87,327
194,4,15.02,350
195,2,13.1,364
196,1,62.52,353
197,2,21.94,308
198,14,196.39,325
199,2,25.89,355
200,1,16.86,330
201,4,23.990000000000002,292
202,3,211.64000000000001,339
203,1,6.68,327
204,1,7.94,318
205,7,49.55,295
206,1,7.12,264
207,1,6.75,273
208,6,48.8,146
209,2,13.0,33
210,9,284.15,272
211,1,11.0,138
212,4,26.060000000000002,288
213,9,112.03,184
214,2,49.900000000000006,229
215,2,12.23,237
216,1,2.13,358
217,13,263.49,122
218,3,25.46,309
219,1,7.3,356
220,2,13.07,320
221,5,36.97,126
222,7,35.67,135
223,2,9.06,156
224,3,21.69,286
225,2,15.25,298
226,8,83.62,287
227,2,3.28,327
228,10,106.72,282
229,3,15.149999999999999,354
230,4,117.32,320
231,3,29.1,250
232,2,538.88,347
233,2,6.75,255
234,2,13.09,355
235,3,21.22,331
236,2,22.310000000000002,97
237,2,12.0,234
238,2,4.07,187
239,3,19.67,259
240,1,36.97,337
241,3,18.0,333
242,3,42.16,320
243,1,22.54,266
244,1,11.69,249
245,10,644.64,303
246,7,36.87,284
247,1,7.23,181
248,1,1.06,283
249,2,12.450000000000001,301
250,9,90.33,270
251,4,19.57,147
252,2,8.46,314
253,1,42.42,309
254,4,28.05,220
255,1,3.69,232
256,8,62.37,317
257,7,84.81,333
258,1,7.9,326
259,7,73.72,276
260,8,46.18,280
261,1,15.12,141
262,5,163.95999999999998,271
263,9,111.32,266
264,3,21.3,304
265,4,23.39,31
266,22,555.29,285
267,4,173.45000000000002,313
268,1,6.21,259
269,3,10.27,360
270,2,7.41,334
271,1,10.02,280
272,2,14.620000000000001,340
273,1,4.26,354
274,20,199.78,302
275,22,131.47,296
276,2,7.5,171
277,2,4.12,344
278,1,11.04,205
279,10,103.29,297
280,1,9.0,330
281,1,7.57,289
282,15,151.27,270
283,4,19.29,329
284,2,9.69,286
285,4,12.56,249
286,3,14.02,296
287,1,6.07,247
288,14,65.59,248
289,8,44.71,288
290,2,16.240000000000002,295
291,1,5.87,324
292,2,16.73,289
293,4,22.88,121
294,1,8.52,334
295,2,13.170000000000002,355
296,6,74.73,257
297,4,72.43,307
298,3,22.42,185
299,3,11.030000000000001,358
300,3,6.61,337
301,10,104.88,294
302,2,28.980000000000004,330
303,2,10.969999999999999,282
304,4,35.69,354
305,2,47.120000000000005,284
306,1,44.37,177
307,1,7.94,355
308,8,169.93,137
309,1,4.49,198
310,2,13.93,19
311,1,50.69,298
312,4,78.88,338
313,1,10.5,337
314,2,8.04,180
315,5,21.83,277
316,2,10.46,350
317,2,14.27,291
318,1,45.41,349
319,4,213.57,337
320,4,92.18,339
321,2,7.539999999999999,316
322,4,79.21,306
323,1,15.18,280
324,2,25.29,302
325,6,48.089999999999996,299
326,1,14.97,269
327,2,13.059999999999999,324
328,6,85.09,205
329,3,25.689999999999998,347
330,1,10.02,344
331,1,3.41,337
332,8,84.89,277
333,2,12.0,139
334,24,645.78,257
335,1,4.91,307
336,1,6.33,283
337,3,21.78,257
338,5,115.79,298
339,39,777.1800000000001,297
340,1,4.02,298
341,1,11.25,346
342,6,33.989999999999995,252
343,1,6.75,364
344,15,82.78,254
345,2,11.68,339
346,6,84.06,220
347,10,120.53999999999999,298
348,4,73.71,126
349,1,12.25,302
350,4,17.259999999999998,345
351,2,17.18,296
352,1,36.97,322
353,8,89.14,255
354,3,92.93,211
355,1,20.19,315
356,1,6.62,332
357,5,37.42,309
358,3,14.309999999999999,82
359,2,68.72999999999999,351
360,1,3.53,313
361,3,19.51,329
362,2,40.13,169
363,2,16.38,242
364,1,19.63,289
365,1,3.82,288
366,11,84.3,304
367,1,3.96,335
368,4,34.03,329
369,1,9.0,311
370,2,5.19,341
371,1,2.21,308
372,2,16.36,295
373,2,15.36,360
374,4,15.82,300
375,3,70.27,330
376,1,3.81,321
377,1,11.0,268
378,1,6.75,140
379,1,36.63,352
380,1,4.02,282
381,1,6.68,324
382,9,75.81,142
383,6,68.65,325
384,1,39.75,346
385,2,22.33,206
386,12,110.31,186
387,1,9.5,274
388,2,34.629999999999995,219
389,1,8.18,333
390,2,14.44,301
391,3,21.86,358
392,1,5.38,193
393,7,88.61999999999999,301
394,2,13.31,313
395,11,414.46,321
396,1,5.79,336
397,2,21.86,270
398,7,150.93,137
399,2,10.43,364
400,1,4.81,231
401,2,6.54,184
402,1,3.88,255
403,5,32.62,274
404,1,15.08,23
405,3,51.19,281
406,2,18.880000000000003,303
407,1,7.44,286
408,8,142.82999999999998,176
409,1,7.88,338
410,11,81.33,271
411,1,2.97,292
412,5,60.59,327
413,4,31.43,209
414,5,67.23,178
415,4,31.8,295
416,4,52.15,294
417,1,9.13,240
418,1,19.12,312
419,2,200.63,285
420,4,45.82,148
421,3,33.4,304
422,3,28.36,313
423,3,208.23,184
424,11,164.98,274
425,1,3.34,333
426,1,11.5,235
427,3,15.19,364
428,1,4.91,362
429,5,25.53,353
430,1,21.54,319
431,1,5.03,314
432,14,288.31,282
433,2,15.329999999999998,311
434,3,15.61,318
435,1,14.37,319
436,4,32.08,118
437,1,4.02,254
438,1,5.73,254
439,5,87.03,301
440,1,7.27,205
441,1,25.18,284
442,2,11.75,47
443,1,12.64,274
444,5,25.54,255
445,1,24.93,318
446,2,14.760000000000002,144
447,6,62.04,226
448,2,66.04,239
449,3,26.740000000000002,348
450,4,47.480000000000004,259
451,2,7.5,29
452,2,18.8,320
453,1,21.12,31
454,2,10.440000000000001,312
455,1,116.46,248
456,3,15.11,280
457,1,55.43,316
458,2,39.82,309
459,2,7.74,351
460,1,6.75,170
461,2,22.19,337
462,2,18.54,358
463,1,8.46,212
464,3,48.150000000000006,334
465,1,3.18,275
466,4,48.69,281
467,1,9.35,327
468,1,1.36,358
469,5,24.92,265
470,2,11.18,281
471,1,4.26,277
472,7,41.83,101
473,11,75.8,283
474,4,23.42,320
475,2,25.98,81
476,1,3.07,310
477,3,73.5,130
478,1,19.68,105
479,1,35.37,170
480,1,5.73,269
481,3,15.280000000000001,294
482,5,41.9,277
483,1,15.99,344
484,1,11.62,127
485,3,79.08,261
486,2,6.01,353
487,1,7.9,343
488,3,16.58,310
489,1,14.92,336
490,3,13.14,339
491,3,38.230000000000004,280
492,2,7.26,337
493,2,26.88,336
494,2,30.57,256
495,4,18.95,163
496,4,75.67,320
497,4,31.229999999999997,161
498,2,24.0,330
499,8,66.59,288
500,1,4.44,302
501,9,61.59,300
502,2,18.27,291
503,2,7.789999999999999,260
504,10,173.58,156
505,1,8.46,348
506,4,35.42,339
507,1,5.45,344
508,3,92.93,151
509,2,10.26,351
510,3,16.5,131
511,1,83.2,270
512,7,51.86,308
513,1,10.39,123
514,1,2.86,337
515,4,43.44,293
516,2,12.43,131
517,1,6.54,343
518,3,25.98,144
519,1,13.07,308
520,1,9.93,313
521,4,62.49999999999999,286
522,1,4.57,238
523,6,200.29000000000002,324
524,2,32.629999999999995,355
525,3,16.14,329
526,1,5.01,249
527,5,50.18,221
528,14,457.35,331
529,4,17.93,174
530,5,40.0,304
531,3,42.09,34
532,2,11.9,87
533,10,174.61999999999998,214
534,2,6.609999999999999,323
535,2,7.279999999999999,318
536,17,406.36,252
537,1,5.87,257
538,3,28.15,141
539,1,35.64,229
540,3,42.2,340
541,3,45.13,39
542,2,10.09,335
543,3,11.05,333
544,1,13.66,255
545,5,24.57,287
546,6,49.11,250
547,2,15.01,261
548,1,1.77,291
549,2,19.32,264
550,3,17.52,299
551,11,628.17,304
552,2,7.84,343
553,1,7.15,96
554,1,2.37,173
555,1,4.02,261
556,5,59.21,289
557,13,77.71,206
558,2,13.16,272
559,1,6.87,263
560,2,16.83,346
561,1,51.07,354
562,4,20.009999999999998,334
563,18,326.89000000000004,312
564,5,39.51,298
565,2,11.79,290
566,2,22.630000000000003,230
567,1,10.1,344
568,1,2.06,232
569,2,4.27,229
570,1,4.57,240
571,3,40.76,347
572,1,19.02,165
573,4,12.0,331
574,2,13.04,359
575,1,6.35,199
576,1,33.63,359
577,1,6.75,284
578,1,4.38,204
579,1,3.82,285
580,1,4.5,247
581,2,10.709999999999999,288
582,2,17.21,282
583,1,8.94,312
584,1,62.16,239
585,5,360.71,288
586,1,7.77,328
587,2,11.86,244
588,2,29.75,243
589,3,7.26,286
590,4,33.379999999999995,267
591,1,13.41,227
592,9,56.730000000000004,242
593,1,6.12,235
594,1,3.22,331
595,7,91.0,303
596,1,44.92,315
597,15,290.49,280
598,11,189.4,289
599,1,6.35,303
600,7,71.36,232
601,1,16.56,288
602,2,14.34,277
603,8,83.78,275
604,1,18.63,274
605,5,21.009999999999998,231
606,1,2.59,344
607,1,8.75,85
608,2,2.59,347
609,7,64.88,300
610,3,25.2,360
611,13,130.06,312
612,8,59.199999999999996,246
613,10,91.78999999999999,297
614,9,125.11,337
615,1,14.17,353
616,5,40.65,263
617,5,35.64,348
618,1,5.32,277
619,3,77.4,323
620,5,68.93,311
621,3,154.54,320
622,5,231.43,291
623,1,9.48,154
624,3,13.21,250
625,2,15.530000000000001,323
626,3,28.56,127
627,2,14.46,323
628,2,327.13,297
629,1,15.88,261
630,4,146.79,186
631,6,36.09,297
632,19,140.1,72
633,1,11.18,286
634,18,204.0,106
635,1,1.77,321
636,3,25.06,325
637,3,19.17,272
638,3,20.68,318
639,2,9.11,350
640,1,11.69,295
641,9,66.95,248
642,2,16.130000000000003,217
643,9,110.78,291
644,1,7.38,281
645,4,80.41,311
646,2,14.46,240
647,6,112.7,224
648,2,14.26,212
649,1,2.11,323
650,1,4.94,345
651,42,513.4,261
652,2,142.51999999999998,273
653,6,67.16,301
654,8,62.739999999999995,177
655,1,10.5,246
656,1,2.11,302
657,4,23.48,276
658,7,263.55,74
659,3,92.44,333
660,1,7.63,343
661,2,18.88,249
662,1,57.51,330
663,1,8.88,265
664,3,28.4,352
665,1,14.25,225
666,3,16.22,44
667,1,3.13,251
668,4,20.85,254
669,10,236.46,115
670,1,2.0,312
671,2,26.93,258
672,5,59.62,340
673,6,151.7,152
674,2,65.43,235
675,3,165.01,294
676,1,6.75,316
677,2,47.620000000000005,245
678,13,152.42,221
679,2,27.0,184
680,2,12.71,290
681,2,9.809999999999999,286
682,2,17.54,292
683,14,122.36,244
684,2,8.16,345
685,1,11.18,358
686,1,4.57,271
687,11,90.23,259
688,7,39.43,316
689,1,9.13,305
690,1,6.5,322
691,1,8.76,334
692,5,50.1,259
693,1,17.55,344
694,1,16.38,118
695,3,11.370000000000001,174
696,2,9.559999999999999,175
697,4,19.62,258
698,16,163.66,247
699,16,162.26,291
700,2,94.5,291
701,3,12.54,250
702,3,26.6,356
703,8,91.17,318
704,5,12.690000000000001,260
705,1,5.8,247
706,1,3.93,268
707,9,126.78,257
708,3,20.58,322
709,1,14.37,317
710,5,32.33,335
711,5,44.87,349
712,11,70.8,268
713,4,34.07,297
714,3,25.75,216
715,1,42.87,358
716,2,24.82,282
717,1,2.37,345
718,1,5.46,191
719,1,11.04,306
720,1,9.68,340
721,2,19.18,255
722,1,6.07,256
723,3,23.57,348
724,4,21.36,288
725,5,25.37,301
726,1,5.73,326
727,2,7.09,335
728,1,3.44,256
729,2,14.25,184
730,4,41.62,229
731,1,6.81,304
732,3,63.93000000000001,243
733,1,6.75,127
734,1,5.12,230
735,1,4.3,271
736,4,33.459999999999994,262
737,2,15.66,354
738,1,6.9,345
739,1,10.32,340
740,22,507.92,301
741,29,308.3,280
742,3,35.47,243
743,4,35.93,263
744,12,130.95,309
745,4,30.06,273
746,2,13.97,132
747,6,53.010000000000005,291
748,1,7.43,77
749,3,27.56,274
750,3,25.44,288
751,1,9.38,327
752,1,11.52,318
753,2,8.49,322
754,1,1.02,362
755,4,54.41,344
756,8,268.04,170
757,3,57.7,343
758,2,9.85,286
759,4,10.81,267
760,2,10.489999999999998,227
761,10,59.68,249
762,1,13.79,346
763,1,3.62,223
764,1,1.5,360
765,1,26.23,314
766,1,6.35,247
767,6,143.75,255
768,5,18.94,318
769,2,3.42,347
770,2,12.62,127
771,2,29.17,338
772,1,3.0,344
773,1,13.58,224
774,2,19.11,305
775,2,11.75,98
776,4,68.48,217
777,10,62.81,265
778,5,71.35,127
779,3,17.51,261
780,1,10.57,174
781,1,7.25,165
782,2,8.32,75
783,1,3.82,327
784,3,18.65,80
785,1,7.3,351
786,3,20.12,344
787,7,40.74,173
788,2,12.84,359
789,3,16.46,294
790,1,5.03,331
791,2,15.09,308
792,1,6.95,316
793,2,3.48,352
794,3,23.93,171
795,5,49.129999999999995,249
796,1,4.57,355
797,1,9.88,309
798,1,3.9,337
799,4,26.900000000000002,282
800,4,18.64,352
801,2,9.39,99
802,1,9.66,108
803,10,58.620000000000005,41
804,1,3.74,79
805,3,29.46,322
806,2,36.01,258
807,5,54.4,305
808,1,6.87,297
809,7,59.96,103
810,3,12.27,290
811,2,6.24,331
812,5,29.619999999999997,280
813,1,5.03,320
814,2,65.3,287
815,7,91.0,215
816,2,18.48,272
817,4,19.81,120
818,1,9.0,278
819,6,33.019999999999996,244
820,6,31.52,243
821,5,49.84,188
822,5,20.4,332
823,3,12.44,246
824,1,30.0,364
825,2,27.86,229
826,2,7.99,200
827,1,1.88,147
828,1,3.18,177
829,3,10.190000000000001,234
830,8,36.730000000000004,300
831,1,10.37,243
832,7,51.129999999999995,308
833,3,11.56,283
834,3,15.8,358
835,1,3.04,213
836,2,40.6,299
837,12,155.97,307
838,2,4.3100000000000005,103
839,2,6.949999999999999,361
840,9,70.61,257
841,1,11.73,363
842,5,57.59,286
843,1,7.85,361
844,3,17.28,284
845,2,10.02,303
846,2,19.17,181
847,1,5.66,293
848,5,38.58,327
849,1,16.12,259
850,8,107.56,286
851,6,40.129999999999995,269
852,5,33.78,189
853,24,222.31,248
854,1,4.02,261
855,1,11.88,272
856,3,9.56,272
857,9,135.32999999999998,334
858,1,8.52,9
859,4,28.04,273
860,2,46.089999999999996,280
861,1,4.11,257
862,7,39.04,128
863,3,9.21,272
864,1,6.12,333
865,1,7.15,50
866,2,27.36,260
867,10,101.35,290
868,3,19.91,281
869,1,2.43,343
870,1,11.65,315
871,1,5.59,285
872,1,8.62,162
873,6,42.61,45
874,2,13.96,328
875,1,58.56,350
876,1,5.38,332
877,2,11.25,352
878,3,23.79,282
879,2,3.88,310
880,1,22.25,129
881,1,13.77,346
882,3,10.75,304
883,1,17.43,267
884,2,21.27,346
885,1,3.82,308
886,1,6.0,326
887,4,25.59,290
888,2,22.33,215
889,7,108.88000000000001,298
890,1,3.63,343
891,1,9.96,318
892,1,14.14,89
893,1,7.51,283
894,1,5.52,304
895,8,37.88,348
896,1,4.5,252
897,2,15.629999999999999,272
898,1,1.44,240
899,2,6.779999999999999,78
900,1,9.35,310
901,2,70.7,307
902,1,21.12,292
903,3,97.87,78
904,10,80.33,173
905,10,156.1,260
906,7,89.18,255
907,15,152.93,264
908,1,14.25,218
909,1,13.38,357
910,1,11.37,345
911,22,191.49,284
912,8,35.97,282
913,1,6.75,283
914,4,20.54,168
915,2,17.17,358
916,1,10.57,165
917,2,4.65,317
918,3,8.23,126
919,4,35.58,31
920,6,40.029999999999994,298
921,1,6.31,276
922,3,46.56,275
923,2,29.78,336
924,1,6.75,340
925,1,13.58,251
926,2,16.689999999999998,310
927,3,16.91,138
928,1,10.98,331
929,1,5.87,324
930,2,36.56,314
931,1,32.16,256
932,9,249.57999999999998,99
933,2,39.5,317
934,3,14.57,301
935,3,22.65,355
936,6,51.14,229
937,5,26.810000000000002,327
938,4,52.5,331
939,1,5.73,264
940,7,220.81,197
941,1,7.73,208
942,1,5.12,227
943,9,187.67000000000002,211
944,9,117.2,331
945,11,124.27999999999999,257
946,1,9.35,271
947,3,11.71,340
948,13,110.4,275
949,2,15.23,359
950,4,19.87,285
951,1,7.53,288
952,2,16.68,252
953,2,35.94,140
954,1,4.81,310
955,2,10.17,325
956,3,14.6,311
957,4,37.739999999999995,259
958,1,6.12,348
959,2,4.34,307
960,7,61.18,128
961,1,7.23,264
962,4,15.549999999999999,299
963,12,42.69,290
964,1,8.46,204
965,2,14.600000000000001,241
966,1,2.17,118
967,3,21.15,325
968,3,19.14,106
969,1,3.22,345
970,2,10.76,274
971,1,13.32,348
972,5,33.7,349
973,1,7.43,212
974,6,47.51,232
975,4,54.98,227
976,1,7.29,230
977,7,94.71000000000001,49
978,4,26.740000000000002,330
979,4,40.15,352
980,2,9.51,255
981,4,26.71,264
982,2,139.76999999999998,352
983,18,565.17,289
984,3,54.3,235
985,13,98.94,301
986,1,5.52,257
987,2,21.14,341
988,6,40.12,199
989,3,9.44,282
990,5,41.09,185
991,11,98.43,292
992,2,4.12,266
993,2,5.87,308
994,13,125.07,335
995,1,5.38,291
996,1,5.59,266
997,4,251.21,339
998,3,35.2,312
999,1,9.35,295
1000,1,21.54,320
1001,3,18.72,267
1002,1,2.11,329
1003,2,273.18,318
1004,2,18.1,208
1005,1,6.81,175
1006,2,11.48,313
1007,2,64.8,255
1008,13,151.01,302
1009,18,206.35,264
1010,2,13.5,177
1011,2,11.05,345
1012,5,35.05,344
1013,2,10.74,210
1014,16,127.78999999999999,298
1015,2,12.77,309
1016,1,14.43,261
1017,1,2.19,251
1018,13,212.51,320
1019,4,30.55,193
1020,8,56.29,234
1021,1,21.93,355
1022,4,43.78,163
1023,2,17.5,346
1024,1,5.0,178
1025,1,6.62,321
1026,1,19.35,277
1027,3,8.91,322
1028,15,134.97,228
1029,1,3.69,284
1030,1,8.79,359
1031,3,41.65,332
1032,1,7.43,360
1033,1,5.79,83
1034,1,8.32,308
1035,2,8.8,148
1036,1,0.5,327
1037,1,2.06,220
1038,4,24.5,82
1039,1,8.18,347
1040,2,13.649999999999999,297
1041,5,54.06,304
1042,1,6.44,312
1043,1,7.85,299
1044,1,12.25,310
1045,2,11.25,324
1046,1,5.62,313
1047,1,12.81,316
1048,4,58.290000000000006,358
1049,1,2.11,263
1050,3,37.25,184
1051,5,23.47,266
1052,2,14.23,8
1053,6,40.13,273
1054,7,28.03,302
1055,4,37.97,354
1056,1,10.9,110
1057,1,6.39,345
1058,1,4.38,254
1059,5,146.45,310
1060,1,10.3,243
1061,1,3.53,358
1062,2,20.47,277
1063,3,14.0,322
1064,13,115.86000000000001,141
1065,7,109.43,299
1066,8,46.53,266
1067,3,6.8,326
1068,2,16.91,316
1069,4,12.25,350
1070,3,16.47,356
1071,1,5.52,323
1072,4,68.7,283
1073,1,13.75,287
1074,2,33.44,149
1075,3,40.31,306
1076,6,159.19,352
1077,1,8.0,299
1078,4,29.4,253
1079,5,18.97,251
1080,1,6.35,280
1081,9,81.72,138
1082,8,82.56,275
1083,3,25.48,221
1084,3,13.03,277
1085,5,40.760000000000005,257
1086,5,49.07,303
1087,1,11.46,337
1088,3,10.620000000000001,264
1089,1,19.62,248
1090,1,7.0,314
1091,4,15.85,355
1092,4,28.75,323
1093,1,4.26,131
1094,1,9.4,307
1095,1,12.25,347
1096,2,18.1,282
1097,11,127.46,274
1098,25,225.96,135
1099,5,52.22,298
1100,12,84.25,99
1101,2,18.92,199
1102,5,36.86,299
1103,10,124.96,253
1104,1,8.32,348
1105,1,7.89,308
1106,2,13.379999999999999,321
1107,1,7.1,332
1108,3,25.75,82
1109,1,7.29,322
1110,2,17.55,333
1111,1,5.0,337
1112,1,44.92,349
1113,1,0.63,354
1114,4,24.520000000000003,229
1115,2,25.93,334
1116,1,27.12,314
1117,2,9.67,322
1118,1,6.07,247
1119,13,65.17999999999999,108
1120,1,7.43,282
1121,2,4.0,314
1122,3,34.24,331
1123,1,36.27,252
1124,6,39.13,55
1125,2,11.370000000000001,236
1126,2,17.5,303
1127,1,9.68,286
1128,3,15.83,308
1129,1,7.15,151
1130,1,31.24,288
1131,3,19.35,288
1132,1,8.87,206
1133,2,12.2,307
1134,28,173.6,257
1135,2,12.07,75
1136,6,58.04,260
1137,5,45.42,289
1138,4,24.18,341
1139,2,10.62,247
1140,5,60.03,310
1141,2,10.57,313
1142,3,32.019999999999996,310
1143,2,5.93,309
1144,2,22.849999999999998,293
1145,1,19.75,247
1146,2,21.4,325
1147,2,8.25,302
1148,2,5.24,308
1149,2,8.07,324
1150,2,64.89,312
1151,4,15.66,214
1152,3,21.54,353
1153,2,7.359999999999999,345
1154,7,87.46000000000001,295
1155,1,5.62,333
1156,6,116.52000000000001,308
1157,2,8.6,286
1158,1,2.11,293
1159,4,41.43,336
1160,3,21.270000000000003,130
1161,2,17.49,304
1162,1,11.7,296
1163,1,5.46,280
1164,3,28.0,99
1165,9,121.16,117
1166,4,23.36,45
1167,1,6.25,171
1168,2,38.540000000000006,242
1169,2,11.440000000000001,76
1170,27,203.17,268
1171,1,5.73,343
1172,1,15.0,247
1173,1,22.38,241
1174,1,7.23,209
1175,2,12.11,264
1176,3,28.650000000000002,260
1177,6,39.75,307
1178,8,32.15,294
1179,2,5.49,263
1180,1,8.31,268
1181,1,2.78,251
1182,4,55.02,69
1183,2,29.75,190
1184,4,68.53,229
1185,2,11.74,327
1186,1,7.61,323
1187,1,90.21,308
1188,6,19.73,351
1189,1,34.06,226
1190,1,7.23,270
1191,1,13.5,333
1192,2,15.89,317
1193,5,21.310000000000002,188
1194,1,7.63,286
1195,5,107.74,246
1196,8,73.5,345
1197,5,39.93,66
1198,1,16.25,311
1199,1,6.35,120
1200,2,7.85,310
1201,1,6.4,348
1202,2,19.16,341
1203,2,24.810000000000002,269
1204,10,162.94,303
1205,2,9.01,309
1206,2,20.810000000000002,158
1207,5,34.04,307
1208,3,54.33,193
1209,8,65.28,292
1210,2,91.56,323
1211,3,15.09,362
1212,2,12.459999999999999,267
1213,2,9.48,303
1214,1,10.25,318
1215,4,19.11,296
1216,2,9.74,326
1217,1,10.62,360
1218,1,8.25,345
1219,2,28.63,285
1220,2,13.68,344
1221,1,40.06,312
1222,1,6.75,137
1223,1,15.15,220
1224,7,52.89,239
1225,4,41.95,84
1226,2,13.86,264
1227,6,45.12,312
1228,1,1.5,146
1229,3,45.82,268
1230,2,6.640000000000001,203
1231,1,13.08,344
1232,1,7.94,143
1233,2,21.58,289
1234,1,5.73,352
1235,1,16.38,259
1236,2,24.73,250
1237,1,7.23,267
1238,1,10.23,351
1239,10,39.89,100
1240,7,119.60000000000001,250
1241,22,305.5,206
1242,11,177.1,162
1243,6,33.6,272
1244,2,14.73,293
1245,9,45.67,263
1246,1,18.32,198
1247,3,6.67,340
1248,9,278.02,311
1249,5,59.370000000000005,283
1250,8,82.82,255
1251,1,3.53,337
1252,1,6.35,360
1253,21,161.51,320
1254,1,2.76,318
1255,9,83.6,227
1256,1,3.13,155
1257,9,580.35,238
1258,3,35.03,293
1259,4,44.69,284
1260,2,119.23,352
1261,1,4.5,256
1262,6,48.06,255
1263,4,23.33,276
1264,1,11.37,362
1265,2,7.7,170
1266,1,5.12,175
1267,3,17.69,165
1268,2,11.69,284
1269,3,11.42,329
1270,15,343.27,290
1271,2,10.370000000000001,322
1272,1,8.87,148
1273,6,32.089999999999996,244
1274,4,19.83,304
1275,1,17.66,184
1276,6,33.46,354
1277,11,149.88,286
1278,1,6.35,289
1279,3,20.14,250
1280,2,7.78,345
1281,7,77.56,235
1282,8,46.019999999999996,267
1283,1,15.77,340
1284,3,36.769999999999996,307
1285,2,10.39,293
1286,1,3.56,273
1287,3,26.25,338
1288,1,12.48,305
1289,2,82.48,306
1290,1,16.38,231
1291,1,3.41,295
1292,5,29.009999999999998,255
1293,1,2.37,197
1294,3,23.18,346
1295,1,8.88,298
1296,1,4.5,217
1297,2,77.04,138
1298,1,7.06,352
1299,3,70.41,297
1300,3,43.26,318
1301,1,8.38,256
1302,3,46.0,333
1303,2,7.699999999999999,346
